,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC)
3946,Hyundai,2020,1050000,20000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,22.1,1396
3947,Ford,2015,600000,50000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498
3950,Maruti,2017,483000,15000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998
3955,Maruti,2020,600000,5000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,20.89,1197
3959,Maruti,2012,220000,270000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196
3960,Hyundai,2018,340000,120000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,20.3,998
3967,Maruti,2011,200000,100000,Petrol,Individual,Manual,Second Owner,5,85.8,kmpl,21.1,1197
3969,Hyundai,2012,432000,77000,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582
3973,Hyundai,2011,250000,120000,Diesel,Individual,Manual,Third Owner,5,90.0,kmpl,23.0,1396
3982,Maruti,2017,475000,40000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
3983,Maruti,2015,400000,20000,Petrol,Individual,Automatic,First Owner,5,67.0,kmpl,20.51,998
3986,Maruti,2015,350000,40000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998
3989,Tata,2018,550000,10000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199
3996,Maruti,2013,430000,63000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
3999,Maruti,2011,220000,35000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
4001,Ford,2010,200000,110000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
4004,Hyundai,2017,1150000,27000,Diesel,Individual,Manual,Second Owner,5,126.2,kmpl,19.67,1582
4007,Maruti,2017,400000,60000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196
4009,Ford,2016,725000,30000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,21.7,1498
4010,Hyundai,2014,736000,125000,Diesel,Individual,Automatic,First Owner,5,126.32,kmpl,22.32,1582
4013,Maruti,2010,180000,80500,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
4014,Toyota,2014,409999,200000,Diesel,Individual,Manual,First Owner,5,67.04,kmpl,23.59,1364
4017,Maruti,2006,80000,110000,Diesel,Individual,Manual,Second Owner,5,58.0,kmpl,20.8,1527
4018,Maruti,2005,110000,90000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
4021,Volkswagen,2018,560000,18000,Diesel,Individual,Manual,First Owner,5,108.62,kmpl,21.66,1498
4024,Maruti,2016,480000,65755,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
4025,Ford,2019,960000,2600,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498
4027,Hyundai,2017,310000,15000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
4028,Maruti,2014,500000,60000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
4037,Renault,2017,850000,50000,Diesel,Individual,Automatic,First Owner,5,108.45,kmpl,19.6,1461
4040,Hyundai,2019,1200000,20000,Diesel,Individual,Automatic,First Owner,5,126.2,kmpl,22.0,1582
4043,Volkswagen,2013,365000,70000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,22.07,1199
4046,Renault,2017,880000,50000,Diesel,Individual,Manual,First Owner,5,108.45,kmpl,19.6,1461
4051,Renault,2018,320000,20000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
4052,Renault,2015,550000,60000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,20.45,1461
4055,Maruti,2015,300000,110000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
4056,Hyundai,2016,580000,152000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,21.19,1396
4062,Maruti,2014,300000,90000,CNG,Individual,Manual,First Owner,5,63.0,km/kg,21.94,1196
4063,Maruti,2017,390000,30000,CNG,Individual,Manual,First Owner,5,63.0,km/kg,21.94,1196
4066,Maruti,2012,300000,110000,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,22.9,1248
4067,Volkswagen,2012,300000,150000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598
4068,Hyundai,2012,350000,110000,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396
4069,Hyundai,2015,880000,120000,Diesel,Individual,Manual,Second Owner,5,126.2,kmpl,19.67,1582
4072,Hyundai,2016,660000,110000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,21.19,1396
4074,Volkswagen,2012,400000,110000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,19.7,1598
4076,Ford,2013,229999,230000,Diesel,Individual,Manual,First Owner,5,68.1,kmpl,20.0,1399
4083,Maruti,2018,380000,19000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
4084,Maruti,2019,579000,10000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
4086,Hyundai,2012,270000,30000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
4091,Hyundai,2010,187000,200400,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086
4092,Hyundai,2008,195000,110000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
4096,Hyundai,2018,500000,25000,Petrol,Individual,Manual,First Owner,5,68.0,kmpl,20.3,1086
4097,Maruti,2016,385000,26000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998
4099,Maruti,2008,120000,70000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
4102,Maruti,2016,700000,20000,Petrol,Individual,Manual,First Owner,5,91.1,kmpl,20.73,1373
4103,Tata,2013,290000,25000,Diesel,Individual,Manual,First Owner,5,70.0,kmpl,23.57,1396
4110,Tata,2019,450000,25000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199
4113,Maruti,2020,650000,7300,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.01,1197
4115,Maruti,2010,150000,100000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
4117,Hyundai,2013,425000,80000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
4118,Hyundai,2010,260000,60000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
4119,Volkswagen,2014,400000,110000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,20.14,1498
4120,Hyundai,2017,575000,70000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,22.54,1396
4122,Maruti,2010,250000,90000,CNG,Individual,Manual,Second Owner,5,103.3,km/kg,21.4,1586
4123,Volkswagen,2012,400000,95000,Diesel,Individual,Manual,First Owner,5,103.6,kmpl,19.7,1598
4126,Volkswagen,2013,350000,70000,Diesel,Individual,Manual,Second Owner,5,88.5,kmpl,20.14,1498
4132,Maruti,2014,300000,35000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.52,1197
4136,Hyundai,2013,300000,40000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
4137,Hyundai,2014,250000,25000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
4139,Maruti,2008,95000,70000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
4140,Hyundai,2018,475000,7800,Petrol,Individual,Manual,First Owner,5,68.0,kmpl,20.3,1086
4144,Maruti,2016,482000,50000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197
4145,Ford,2017,625000,40000,Diesel,Individual,Manual,Fourth & Above Owner,5,98.59,kmpl,22.77,1498
4152,Renault,2019,420000,15000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
4154,Hyundai,2016,420000,9750,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086
4160,Hyundai,2008,185000,110000,Petrol,Individual,Manual,Fourth & Above Owner,5,68.05,kmpl,19.81,1086
4163,Maruti,2015,210000,50000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
4168,Maruti,2012,350000,120000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,21.5,1248
4169,Hyundai,2011,350000,93000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,21.9,1396
4174,Hyundai,2012,290000,27000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
4177,Maruti,2011,225000,30000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998
4179,Maruti,2014,300000,80000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998
4187,Hyundai,2014,600000,125000,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582
4189,Maruti,2013,600000,120000,Diesel,Individual,Manual,Third Owner,7,88.8,kmpl,20.77,1248
4191,Hyundai,2016,735000,25000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
4195,Renault,2015,600000,125000,Diesel,Individual,Manual,First Owner,8,83.8,kmpl,21.04,1461
4196,Hyundai,2016,720000,80000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,21.19,1396
4199,Hyundai,2014,545000,100000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
4200,Volkswagen,2011,370000,100000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598
4204,Maruti,2019,711000,5000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
4206,Maruti,2020,749000,5500,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.01,1197
4207,Renault,2016,550000,80000,Diesel,Individual,Manual,Second Owner,5,108.45,kmpl,19.64,1461
4211,Hyundai,2014,575000,120000,Diesel,Individual,Manual,Third Owner,5,126.32,kmpl,22.32,1582
4213,Tata,2017,600000,40000,Petrol,Individual,Manual,Second Owner,5,84.0,kmpl,20.3,1199
4214,Ford,2012,390000,120000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,23.5,1498
4216,Hyundai,2010,340000,110000,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396
4218,Maruti,2014,530000,80000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
4220,Maruti,2014,415000,46000,Petrol,Dealer,Manual,First Owner,5,67.04,kmpl,21.63,998
4222,Renault,2017,375000,20000,Petrol,Dealer,Automatic,First Owner,5,67.0,kmpl,22.0,999
4227,Hyundai,2013,291000,37000,Petrol,Dealer,Manual,First Owner,5,78.9,kmpl,20.36,1197
4228,Maruti,2017,600000,34000,Petrol,Dealer,Manual,Second Owner,5,83.1,kmpl,21.4,1197
4230,Hyundai,2010,225000,50000,Petrol,Dealer,Manual,First Owner,5,78.9,kmpl,20.36,1197
4235,Maruti,2013,390000,77000,Diesel,Dealer,Manual,First Owner,5,73.9,kmpl,21.1,1248
4239,Maruti,2010,85000,150000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
4240,Hyundai,2012,150000,40000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
4242,Hyundai,2011,220000,70000,Petrol,Individual,Manual,Third Owner,5,78.9,kmpl,20.36,1197
4243,Hyundai,2017,957000,60000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,21.38,1396
4250,Hyundai,2010,170000,90000,Petrol,Individual,Manual,Third Owner,5,78.9,kmpl,20.36,1197
4252,Mahindra,2019,1200000,25000,Diesel,Individual,Manual,First Owner,5,115.0,kmpl,20.0,1497
4253,Hyundai,2019,834000,13000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,22.54,1396
4255,Volkswagen,2014,575000,40000,Diesel,Individual,Manual,Third Owner,5,88.8,kmpl,20.14,1498
4259,Volkswagen,2012,400000,100000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598
4260,Hyundai,2017,250000,35000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,20.3,998
4263,Ford,2016,825000,35000,Diesel,Individual,Manual,Second Owner,5,98.59,kmpl,22.77,1498
4266,Maruti,2016,425000,70000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248
4269,Maruti,2009,240000,90000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,21.1,1248
4270,Hyundai,2016,1150000,154000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582
4271,Renault,2013,520000,109000,Diesel,Individual,Manual,Second Owner,5,108.45,kmpl,19.64,1461
4276,Maruti,2016,380000,39000,Petrol,Individual,Manual,Third Owner,5,67.04,kmpl,20.51,998
4278,Volkswagen,2014,575000,90000,Diesel,Individual,Manual,First Owner,5,103.6,kmpl,20.54,1598
4285,Hyundai,2009,142000,110000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
4289,Maruti,2013,430000,190000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
4294,Hyundai,2019,509999,40000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197
4295,Hyundai,2016,616000,112000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
4300,Hyundai,2014,225000,60000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
4308,Hyundai,2011,129000,80000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
4313,Ford,2012,225000,60000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399
4316,Hyundai,2012,459999,70000,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582
4317,Maruti,2009,115999,110000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
4321,Ford,2019,1050000,26000,Diesel,Dealer,Manual,First Owner,5,98.96,kmpl,23.0,1498
4322,Hyundai,2017,750000,43000,Diesel,Dealer,Manual,First Owner,5,88.73,kmpl,22.54,1396
4323,Maruti,2018,730000,4773,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,22.0,1197
4324,Honda,2017,940000,57900,Diesel,Dealer,Manual,First Owner,7,98.6,kmpl,21.9,1498
4327,Maruti,2013,411000,62000,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,22.0,1197
4329,Volkswagen,2016,540000,66000,Diesel,Dealer,Manual,First Owner,5,88.8,kmpl,20.14,1498
4331,Maruti,2015,411000,23999,Petrol,Dealer,Automatic,First Owner,5,67.04,kmpl,23.1,998
4333,Maruti,2012,350000,145000,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,22.9,1248
4342,Volkswagen,2011,275000,125000,Diesel,Individual,Manual,Fourth & Above Owner,5,103.6,kmpl,20.54,1598
4345,Volkswagen,2011,280000,131000,Diesel,Individual,Manual,Fourth & Above Owner,5,103.6,kmpl,20.54,1598
4352,Maruti,2019,700000,45000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,22.0,1197
4359,Maruti,2018,459999,50000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,21.63,998
4360,Hyundai,2018,800000,30000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
4361,Maruti,2017,370000,25000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196
4363,Renault,2013,290000,90000,Diesel,Individual,Manual,First Owner,5,63.12,kmpl,23.08,1461
4366,Maruti,2011,141000,15000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
4367,Maruti,2009,125000,70000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
4371,Hyundai,2017,700000,40000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
4372,Hyundai,2017,700000,70000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
4375,Hyundai,2018,1150000,35000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,22.0,1582
4377,Renault,2015,530000,110000,Diesel,Individual,Manual,First Owner,5,84.8,kmpl,21.64,1461
4380,Maruti,2007,130000,90000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
4383,Hyundai,2011,270000,105000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,21.9,1396
4384,Hyundai,2013,375000,40000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
4387,Maruti,2014,425000,80000,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248
4388,Ford,2018,900000,25000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498
4391,Ford,2011,229999,40000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
4392,Ford,2012,300000,70000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399
4393,Maruti,2010,220000,110000,Diesel,Individual,Manual,Third Owner,5,73.9,kmpl,21.1,1248
4401,Volkswagen,2015,550000,90000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,20.14,1498
4406,Hyundai,2010,350000,148000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,23.0,1396
4407,Tata,2015,250000,155000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.3,1248
4410,Hyundai,2015,300000,45000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
4413,Hyundai,2014,250000,20000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
4415,Maruti,2013,335000,90000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248
4416,Maruti,2016,488000,80000,Petrol,Individual,Manual,Second Owner,5,83.14,kmpl,20.85,1197
4419,Maruti,2020,570000,5000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
4422,Hyundai,2014,229999,70000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
4426,Maruti,2014,620000,130000,Diesel,Individual,Manual,First Owner,7,88.8,kmpl,20.77,1248
4427,Maruti,2013,400000,188000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248
4430,Maruti,2008,110000,48676,Petrol,Individual,Manual,First Owner,8,35.0,kmpl,19.7,796
4432,Maruti,2007,100000,70000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
4434,Ford,2017,900000,60000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498
4435,Toyota,2017,650000,120000,Diesel,Individual,Manual,Second Owner,5,67.04,kmpl,23.59,1364
4438,Renault,2013,475000,250000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,20.46,1461
4439,Hyundai,2019,425000,15000,Petrol,Individual,Manual,First Owner,5,68.0,kmpl,20.3,1086
4443,Maruti,2016,400000,30000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
4447,Hyundai,2011,390000,153000,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582
4449,Maruti,2013,475000,149000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
4452,Maruti,2012,380000,80000,Diesel,Individual,Manual,Fourth & Above Owner,5,88.8,kmpl,21.5,1248
4453,Maruti,2018,535000,12000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.89,1197
4454,Hyundai,2011,215000,40000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
4457,Maruti,2015,335000,120000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
4469,Maruti,2013,409999,100000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
4474,Ford,2011,170000,70000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
4477,Maruti,2012,145000,70000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
4478,Volkswagen,2018,681000,27000,Diesel,Individual,Manual,First Owner,5,88.0,kmpl,20.14,1498
4480,Maruti,2010,140000,80000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
4483,Maruti,2007,110000,120000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
4485,Tata,2014,225000,120000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.3,1248
4488,Maruti,2012,135000,70000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
4489,Maruti,2006,65000,100000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
4491,Maruti,2014,465000,120000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
4498,Maruti,2014,545000,35000,CNG,Individual,Manual,First Owner,7,80.9,km/kg,22.8,1373
4510,Chevrolet,2013,295000,50000,Diesel,Individual,Manual,First Owner,5,76.9,kmpl,22.1,1248
4512,Hyundai,2013,700000,76460,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582
4513,Ford,2011,180000,125000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
4514,Mahindra,2012,225000,110000,Diesel,Individual,Manual,Second Owner,5,65.0,kmpl,20.8,1461
4515,Hyundai,2017,310000,25000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
4518,Hyundai,2013,245000,110000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086
4520,Hyundai,2014,250000,80000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
4525,Ford,2015,551000,110000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498
4526,Hyundai,2019,500000,60000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197
4529,Hyundai,2012,360000,100000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
4531,Ford,2018,700000,53000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498
4532,Maruti,2011,148000,40000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
4533,Maruti,2016,330000,47370,CNG,Individual,Manual,First Owner,5,63.0,km/kg,21.94,1196
4536,Hyundai,2011,200000,91000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
4539,Maruti,2013,245000,80000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248
4540,Maruti,2016,320000,80000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196
4542,Hyundai,2013,615000,120000,Diesel,Individual,Manual,First Owner,5,126.24,kmpl,22.7,1582
4550,Maruti,2011,130000,60000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
4552,Volkswagen,2011,220000,222300,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,22.07,1199
4554,Maruti,2013,295000,120000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248
4557,Maruti,2017,509999,20000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,22.0,1197
4561,Hyundai,2015,350000,20000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086
4562,Renault,2018,395000,20000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
4565,Volkswagen,2012,280000,120000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598
4567,Hyundai,2012,420000,100000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
4570,Maruti,2013,300000,100000,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248
4572,Maruti,2013,350000,185000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
4577,Maruti,2012,350000,140000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248
4582,Renault,2018,360000,21900,Petrol,Dealer,Manual,First Owner,5,53.26,kmpl,20.71,799
4585,Hyundai,2016,700000,100000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
4596,Maruti,2015,400000,22500,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
4601,Maruti,2012,325000,175000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,21.5,1248
4605,Hyundai,2014,645000,150360,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582
4610,Maruti,2011,180000,70000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998
4614,Maruti,2013,450000,120000,Diesel,Individual,Manual,Second Owner,7,88.76,kmpl,20.77,1248
4617,Maruti,2014,390000,90000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248
4618,Maruti,2011,122000,110000,Petrol,Individual,Manual,Fourth & Above Owner,5,46.3,kmpl,19.7,796
4620,Hyundai,2012,330000,40000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,23.0,1396
4622,Hyundai,2011,215000,100000,Petrol,Individual,Manual,Third Owner,5,78.9,kmpl,20.36,1197
4624,Hyundai,2013,250000,42130,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
4625,Maruti,2010,180000,53000,Petrol,Individual,Manual,Second Owner,5,85.8,kmpl,21.1,1197
4628,Maruti,2019,556000,10000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.01,1197
4629,Maruti,2016,550000,37000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197
4634,Hyundai,2017,1125000,47000,Diesel,Individual,Manual,Second Owner,5,126.2,kmpl,19.67,1582
